Product Category,Column Name Raw,Column Name,Column Top Values,Column Unit,Column Min,Column Max,Column Definition,Approved
Notebooks,Form factor.771,Form factor,"'Clamshell', 'Convertible (Folder)', 'Convertible (Floating Slider)'",,,,"The form factor of a notebook refers to its physical configuration, specifically how the screen is attached to the base of the notebook. Examples of form factors include clamshell, convertible (with a folder), convertible (with a detachable screen), convertible (with a swivel), and convertible (with a fold-back screen).",True
Notebooks,Form factor.771.unit,Form factor_unit,,,,,The unit of measure for the Form factor column.,True
Notebooks,Processor boost frequency.7978,Processor boost frequency,"'3.6', '4.8', '4.4', '4.2', '4.0'",GHz,2.2,4.9,The frequency of the processor's boost state. This is the maximum speed the processor can reach if it is running in its boost state. The minimum value is 1.0 GHz and the maximum value is 456456456.0 GHz.,True
Notebooks,Processor boost frequency.7978.unit,Processor boost frequency_unit,,,,,The unit of measure for the Processor boost frequency column.,True
Notebooks,Battery capacity (Watt-hours).8519,Battery capacity (Watt-hours),"'47.4', '40.98', '32.0', '49.4', '39.0'",Wh,24.0,80.0,"The battery capacity of the notebook, measured in Watt-hours (Wh). The minimum value is 1.0 Wh, and the maximum value is 8500.0 Wh.",True
Notebooks,Battery capacity (Watt-hours).8519.unit,Battery capacity (Watt-hours)_unit,,,,,The unit of measure for the Battery capacity (Watt-hours) column.,True
Notebooks,On-board graphics adapter model.9016,On-board graphics adapter model,"'Intel Iris Xe Graphics', 'Intel UHD Graphics', 'AMD Radeon Graphics', 'Intel HD Graphics 520', 'Intel HD Graphics 620'",,,,"The on-board graphics adapter model refers to the model of the graphics adapter that is built into the notebook. The graphics adapter is responsible for rendering and displaying images on the notebook's screen. Examples of graphics adapter models include Intel UHD Graphics, Intel HD Graphics 520, Intel Iris Xe Graphics, Intel HD Graphics 620, and Intel HD Graphics 4400.",True
Notebooks,On-board graphics adapter model.9016.unit,On-board graphics adapter model_unit,,,,,The unit of measure for the On-board graphics adapter model column.,True
Notebooks,Discrete graphics adapter model.9018,Discrete graphics adapter model,"'Not available', 'AMD Radeon R5 M430', 'AMD Radeon 530', 'NVIDIA GeForce GTX 1650 Ti', 'NVIDIA GeForce MX330'",,,,"The type of discrete graphics adapter, or GPU, in the notebook. Examples include AMD Radeon and NVIDIA GeForce.",True
Notebooks,Discrete graphics adapter model.9018.unit,Discrete graphics adapter model_unit,,,,,The unit of measure for the Discrete graphics adapter model column.,True
Notebooks,Discrete graphics memory type.9020,Discrete graphics memory type,"'GDDR6', 'GDDR5'",,,,"The discrete graphics memory type of the notebook. Examples include GDDR5, GDDR6, GDDR3, GDDR5X, and HBM2.",True
Notebooks,Discrete graphics memory type.9020.unit,Discrete graphics memory type_unit,,,,,The unit of measure for the Discrete graphics memory type column.,True
Notebooks,AC adapter power.906,AC adapter power,"'65.0', '39.0', '45.0', '25.0', '30.0'",W,25.0,95.0,"The AC adapter power column contains the power rating of the AC adapter in watts (W). The minimum value is 25 W, and the maximum value is 95 W.",True
Notebooks,AC adapter power.906.unit,AC adapter power_unit,,,,,The unit of measure for the AC adapter power column.,True
Notebooks,Weight.94,Weight,"'1110.0', '1900.0', '1542.0', '1265.0', '1288.0'",g,870.0,2790.0,Weight of the notebook in grams.,True
Notebooks,Weight.94.unit,Weight_unit,,,,,The unit of measure for the Weight column.,True
Notebooks,Display diagonal.944,Display diagonal,"'13.5', '12.45', '15.6', '15.0', '17.3'","""",11.6,17.3,"The display diagonal of the notebook, measured in inches. This value can be between 11.6 and 17.3.",True
Notebooks,Display diagonal.944.unit,Display diagonal_unit,,,,,The unit of measure for the Display diagonal column.,True
Notebooks,Combo headphone/mic port.9858,Combo headphone/mic port,'False',,,,"Indicates whether the notebook product has a combo headphone/mic port. If the port is present, the value will be True, otherwise the value will be False.",True
Notebooks,Combo headphone/mic port.9858.unit,Combo headphone/mic port_unit,,,,,The unit of measure for the Combo headphone/mic port column.,True
Notebooks,On-board graphics adapter.9997,On-board graphics adapter,'False',,,,"Indicates whether the notebook has an on-board graphics adapter. If the value is 'True', the notebook has an on-board graphics adapter. If the value is 'False', the notebook does not have an on-board graphics adapter.",True
Notebooks,On-board graphics adapter.9997.unit,On-board graphics adapter_unit,,,,,The unit of measure for the On-board graphics adapter column.,True
Notebooks,Intel® Quick Sync Video Technology.10108,Intel Quick Sync Video Technology,'False',,,,Intel Quick Sync Video Technology is a technology that allows users to connect their personal computer to a monitor or TV without the use of an HDMI cable. It is typically used for gaming or watching movies. The technology is only available on certain Intel processors.,True
Notebooks,Intel® Quick Sync Video Technology.10108.unit,Intel Quick Sync Video Technology_unit,,,,,The unit of measure for the Intel Quick Sync Video Technology column.,True
Notebooks,Intel® AES New Instructions (Intel® AES-NI).10194,Intel AES New Instructions (Intel AES-NI),'False',,,,Intel AES-NI is a new set of instructions that have been added to the x86 architecture to accelerate the encryption and decryption of data. This new set of instructions is designed to speed up the encryption and decryption of data by using the Advanced Encryption Standard (AES) algorithm. The AES algorithm is a widely used encryption algorithm that is considered to be secure and fast. The Intel AES-NI instructions are designed to accelerate the encryption and decryption of data by using the AES algorithm.,True
Notebooks,Intel® AES New Instructions (Intel® AES-NI).10194.unit,Intel AES New Instructions (Intel AES-NI)_unit,,,,,The unit of measure for the Intel AES New Instructions (Intel AES-NI) column.,True
Notebooks,Execute Disable Bit.10196,Execute Disable Bit,'False',,,,A column to indicate whether the notebook has an execute disable bit. The value is typically 'True' or 'False'.,True
Notebooks,Execute Disable Bit.10196.unit,Execute Disable Bit_unit,,,,,The unit of measure for the Execute Disable Bit column.,True
Notebooks,Thermal Monitoring Technologies.10199,Thermal Monitoring Technologies,'False',,,,"The Thermal Monitoring Technologies column contains information about whether or not the notebook has thermal monitoring technology. If the notebook has thermal monitoring technology, the value will be True. If the notebook does not have thermal monitoring technology, the value will be False.",True
Notebooks,Thermal Monitoring Technologies.10199.unit,Thermal Monitoring Technologies_unit,,,,,The unit of measure for the Thermal Monitoring Technologies column.,True
Notebooks,On-board graphics adapter base frequency.10201,On-board graphics adapter base frequency,"'300.0', '200.0', '350.0'",MHz,200.0,350.0,The on-board graphics adapter base frequency is the frequency of the graphics adapter built into the notebook. The graphics adapter is responsible for rendering the graphics on the notebook's display. The base frequency is the frequency at which the graphics adapter runs when it is not under stress. The base frequency is an important factor in determining the overall performance of the graphics adapter and the notebook's ability to render graphics smoothly.,True
Notebooks,On-board graphics adapter base frequency.10201.unit,On-board graphics adapter base frequency_unit,,,,,The unit of measure for the On-board graphics adapter base frequency column.,True
Notebooks,On-board graphics adapter dynamic frequency (max).10202,On-board graphics adapter dynamic frequency (max),"'1050.0', '1000.0', '900.0', '650.0', '950.0'",MHz,650.0,1150.0,"The on-board graphics adapter dynamic frequency (max) is the maximum amount of memory the graphics adapter can access on the notebook. The graphics adapter is responsible for rendering the images on the notebook's screen. The frequency is measured in MHz, or megahertz, and represents how fast the graphics adapter can access the memory. A higher frequency allows for better graphics performance, and is typically found on more powerful gaming or professional notebooks.",True
Notebooks,On-board graphics adapter dynamic frequency (max).10202.unit,On-board graphics adapter dynamic frequency (max)_unit,,,,,The unit of measure for the On-board graphics adapter dynamic frequency (max) column.,True
Notebooks,Tjunction.10280,Tjunction,"'100.0', '105.0'",°C,100.0,105.0,The temperature of the cooling system at the point where the heat from the CPU is transferred to the cooling system. This is usually located at the base of the heat sink. The temperature should be below the maximum operating temperature of the CPU. The minimum value is 1.0 ¬∞C and the maximum value is 105.0 ¬∞C.,True
Notebooks,Tjunction.10280.unit,Tjunction_unit,,,,,The unit of measure for the Tjunction column.,True
Notebooks,Processor frequency.11379,Processor frequency,"'1.0', '2.0', '2.5', '2.1', '1.1'",GHz,1.0,3.0,"The processor frequency of the notebook, measured in GHz. The minimum value is 0.8 GHz, and the maximum value is 1212.0 GHz.",True
Notebooks,Processor frequency.11379.unit,Processor frequency_unit,,,,,The unit of measure for the Processor frequency column.,True
Notebooks,Thermal Design Power (TDP).11778,Thermal Design Power (TDP),"'15.0', '6.0', '17.0'",W,6.0,17.0,"The Thermal Design Power (TDP) is the amount of power that the notebook's cooling system is designed to dissipate. This is typically measured in Watts (W). The minimum value is 1.0 W, and the maximum value is 125.0 W.",True
Notebooks,Thermal Design Power (TDP).11778.unit,Thermal Design Power (TDP)_unit,,,,,The unit of measure for the Thermal Design Power (TDP) column.,True
Notebooks,Cable lock slot.1352,Cable lock slot,'False',,,,"A column to indicate the presence of a physical cable lock slot on the notebook. The value should be a boolean value, either true or false.",True
Notebooks,Cable lock slot.1352.unit,Cable lock slot_unit,,,,,The unit of measure for the Cable lock slot column.,True
Notebooks,Front camera resolution.14077,Front camera resolution,'1280 x 720',pixels,,,"The resolution of the front camera on the notebook. The resolution is given as a string in the format of &lt;width&gt; &times; &lt;height&gt; pixels, where the width and height are positive integers.",True
Notebooks,Front camera resolution.14077.unit,Front camera resolution_unit,,,,,The unit of measure for the Front camera resolution column.,True
Notebooks,Cable lock slot type.14097,Cable lock slot type,'Kensington',,,,"The type of cable lock slot that is on the notebook. The cable lock slot is used to secure a notebook to an object to prevent theft or accidental damage. This slot can be used to secure a variety of different types of cables. The most common type of cable lock slot is the Kensington slot, which is a small, rectangular slot that is typically located on the back of a notebook. Other types of cable lock slots include the Noble slot, which is a round, keyed slot that is typically located on the side of a notebook, and the IBM slot, which is a small, rectangular slot that is typically located on the front of a notebook.",True
Notebooks,Cable lock slot type.14097.unit,Cable lock slot type_unit,,,,,The unit of measure for the Cable lock slot type column.,True
Notebooks,Keyboard layout.1410,Keyboard layout,"'QWERTY', 'QWERTZ', 'AZERTY'",,,,"The keyboard layout of the notebook. The keyboard layout is the arrangement of the keys on the keyboard. The most common keyboard layouts are QWERTY, AZERTY, QWERTZ, and QZERTY. Alphanumeric keyboards are also available.",True
Notebooks,Keyboard layout.1410.unit,Keyboard layout_unit,,,,,The unit of measure for the Keyboard layout column.,True
Notebooks,Maximum internal memory.1452,Maximum internal memory,"'8.0', '16.0', '4.0', '32.0', '12.0'",GB,4.0,32.0,"The maximum internal memory of the notebook, measured in GB. Ranges from 4.0 to 32.0 GB, both inclusive.",True
